FIPS,County,Population,Area (km^2),Latitude,Longitude
13249,Schley,5010,434.66,32.263441,-84.322724
13251,Screven,14593,1698.693,32.744751,-81.617585
13253,Seminole,8729,664.477,30.933894,-84.867592
13255,Spalding,64073,516.937,33.262389,-84.286067
13257,Stephens,26175,477.07,34.552914,-83.290216
13259,Stewart,6058,1200.751,32.073225,-84.834912
13261,Sumter,32819,1275.968,32.042203,-84.204283
13263,Talbot,6865,1022.429,32.704603,-84.530029
13265,Taliaferro,1717,505.947,33.559314,-82.875208
13267,Tattnall,25520,1264.818,32.043768,-82.059208
13269,Taylor,8906,983.416,32.554667,-84.251426
13271,Telfair,16500,1149.978,31.913639,-82.931062
13273,Terrell,9315,874.647,31.777191,-84.439446
13275,Thomas,44720,1430.238,30.864616,-83.919783
13277,Tift,40118,696.161,31.457003,-83.525931
13279,Toombs,27223,960.867,32.126698,-82.332071
13281,Towns,10471,445.433,34.90265,-83.732158
13283,Treutlen,6885,524.342,32.409586,-82.570882
13285,Troup,67044,1155.036,33.034482,-85.02836
13287,Turner,8930,751.046,31.718232,-83.628567
13289,Twiggs,9023,939.218,32.665847,-83.425879
13291,Union,21356,852.118,34.83377,-83.989573
13293,Upson,27153,848.36,32.881837,-84.292281
13295,Walker,68756,1157.79,34.735827,-85.305385
13297,Walton,83768,854.696,33.782649,-83.734215
13299,Ware,36312,2351.678,31.050881,-82.421507
13301,Warren,5834,742.518,33.419169,-82.688012
13303,Washington,21187,1772.473,32.971848,-82.798112
13305,Wayne,30099,1680.374,31.547845,-81.912376
13307,Webster,2799,544.58,32.046554,-84.553218
13309,Wheeler,7421,777.691,32.109276,-82.738701
13311,White,27144,627.315,34.643677,-83.743713
13313,Whitfield,102599,753.827,34.801726,-84.968541
13315,Wilcox,9255,989.694,31.962717,-83.438262
13317,Wilkes,10593,1227.899,33.77904,-82.747922
13319,Wilkinson,9563,1170.545,32.804321,-83.175587
13321,Worth,21679,1488.61,31.551773,-83.84996
15001,Hawaiʻi,185079,13173.021,19.597764,-155.502443
15003,Honolulu,953207,5511.678,21.461364,-158.201976
15005,Kalawao [8],90,136.827,21.218764,-156.97401
15007,Kauaʻi,67091,3279.855,22.012038,-159.705965
15009,Maui,154834,6211.643,20.855931,-156.60155
16001,Ada,392365,2746.583,43.447861,-116.244456
16003,Adams,3976,3547.691,44.884583,-116.431873
16005,Bannock,82839,2971.836,42.692939,-112.228986
16007,Bear Lake,5986,2717.955,42.285833,-111.327445
16009,Benewah,9285,2030.418,47.218451,-116.633541
16011,Bingham,45607,5491.826,43.216357,-112.399206
16013,Blaine,21376,6891.197,43.394482,-113.95529
16015,Boise,7028,4938.294,43.987275,-115.715111
16017,Bonner,40877,4971.479,48.312512,-116.59694
16019,Bonneville,104234,4922.624,43.395171,-111.621878
16021,Boundary,10972,3309.637,48.773065,-116.524619
16023,Butte,2891,5785.248,43.6851,-113.177627
16025,Camas,1117,2794.461,43.463396,-114.804427
16027,Canyon,188923,1563.182,43.623051,-116.708527
16029,Caribou,6963,4658.287,42.786273,-111.544172
16031,Cassia,22952,6682.9,42.288635,-113.605498
16033,Clark,982,4571.696,44.286251,-112.36112
16035,Clearwater,8761,6443.854,46.67257,-115.6535
16037,Custer,4368,12787.563,44.273341,-114.252251
16039,Elmore,27038,8030.918,43.394826,-115.470751
16041,Franklin,12786,1731.001,42.173589,-111.822955
16043,Fremont,13242,4909.8,44.218091,-111.484429
16045,Gem,16719,1465.17,44.061473,-116.398784
16047,Gooding,15464,1900.321,42.973185,-114.82142
16049,Idaho,16267,22023.576,45.849237,-115.467376
16051,Jefferson,26140,2863.422,43.796965,-112.318588
16053,Jerome,22374,1559.565,42.691172,-114.263009
16055,Kootenai,138494,3407.448,47.677113,-116.694918
16057,Latah,37244,2789.189,46.81892,-116.730974
16059,Lemhi,7936,11833.013,44.928789,-113.887841
16061,Lewis,3821,1242.518,46.236328,-116.42376
16063,Lincoln,5208,3123.234,42.986181,-114.153899
16065,Madison,37536,1225.65,43.789709,-111.65655
16067,Minidoka,20069,1975.973,42.856937,-113.64001
16069,Nez Perce,39265,2217.76,46.333766,-116.760903
16071,Oneida,4286,3112.139,42.18389,-112.520465
16073,Owyhee,11526,19935.091,42.593063,-116.142655
16075,Payette,22623,1062.608,44.00274,-116.748655
16077,Power,7817,3736.487,42.694126,-112.844407
16079,Shoshone,12765,6824.937,47.347694,-115.885092
16081,Teton,10170,1166.944,43.760994,-111.211765
16083,Twin Falls,77230,4994.335,42.352309,-114.665639
16085,Valley,9862,9668.324,44.771532,-115.637875
16087,Washington,10198,3816.418,44.448213,-116.79783
17001,Adams,67103,2256.757,39.986053,-91.194961
17003,Alexander,8238,654.234,37.183683,-89.349506
17005,Bond,17768,991.345,38.885924,-89.436592
17007,Boone,54165,730.441,42.318983,-88.824295
17009,Brown,6937,795.658,39.962069,-90.75031
17011,Bureau,34978,2262.364,41.401304,-89.528377
17013,Calhoun,5089,734.46,39.164262,-90.666295
17015,Carroll,15387,1207.867,42.059084,-89.926485
17017,Cass,13642,993.947,39.969202,-90.245705
17019,Champaign,201081,2585.825,40.13915,-88.197201
17021,Christian,34800,1853.5,39.545524,-89.279593
17023,Clark,16335,1307.473,39.332364,-87.791687
17025,Clay,13815,1216.237,38.747312,-88.483789
17027,Clinton,37762,1303.467,38.606423,-89.423136
17029,Coles,53873,1321.091,39.51368,-88.220782
17031,Cook,5194675,4234.266,41.894294,-87.645455
17033,Crawford,19817,1154.665,39.00373,-87.757172
17035,Cumberland,11048,898.734,39.273121,-88.240619
17037,DeKalb,105160,1643.762,41.894613,-88.768991
17039,De Witt,16561,1049.163,40.181499,-88.901853
17041,Douglas,19980,1080.605,39.766078,-88.222866
17043,DuPage,916924,871.302,41.852058,-88.086038
17045,Edgar,18576,1616.143,39.679037,-87.74711
17047,Edwards,6721,576.843,38.417095,-88.047941
17049,Effingham,34242,1243.211,39.047694,-88.592786
17051,Fayette,22140,1878.63,39.001125,-89.017923
17053,Ford,14081,1259.36,40.594423,-88.224746
17055,Franklin,39561,1117.435,37.991848,-88.926246
17057,Fulton,37069,2285.855,40.465688,-90.206793
17059,Gallatin,5589,849.989,37.768677,-88.227964
17061,Greene,13886,1414.839,39.355444,-90.387757
17063,Grundy,50063,1114.853,41.29241,-88.401055
17065,Hamilton,8457,1128.952,38.085226,-88.539005
17067,Hancock,19104,2109.276,40.405792,-91.167988
17069,Hardin,4320,470.286,37.517852,-88.266148
17071,Henderson,7331,1023.614,40.815141,-90.93848
17073,Henry,50486,2138.406,41.350021,-90.130838
17075,Iroquois,29718,2898.008,40.748867,-87.833601
17077,Jackson,60218,1560.155,37.786096,-89.381212
17079,Jasper,9698,1290.123,39.004874,-88.150763
17081,Jefferson,38827,1511.994,38.30078,-88.92421
17083,Jersey,22985,976.757,39.080192,-90.361365
17085,Jo Daviess,22678,1602.499,42.362391,-90.211471
17087,Johnson,12582,903.552,37.460815,-88.882962
17089,Kane,515269,1357.674,41.939594,-88.42804
17091,Kankakee,113449,1764.723,41.139494,-87.861125
17093,Kendall,114736,834.805,41.58814,-88.430626
17095,Knox,52919,1864.303,40.930941,-90.213761
17097,Lake,703462,3544.344,42.326444,-87.436118
17099,La Salle,113924,2973.658,41.343341,-88.885931
17101,Lawrence,16833,969.015,38.718954,-87.730221
17103,Lee,36031,1887.979,41.747442,-89.299351
17105,Livingston,38950,2708.939,40.894376,-88.552852
17107,Logan,30305,1603.012,40.12907,-89.365308
17109,McDonough,32612,1528.571,40.455789,-90.677579
17111,McHenry,308760,1581.998,42.324298,-88.452245
17113,McLean,169572,3072.424,40.494559,-88.844539
17115,Macon,110768,1517.383,39.860237,-88.961529
17117,Macoupin,47765,2247.205,39.2659,-89.926344
17119,Madison,269282,1918.045,38.827082,-89.900195
17121,Marion,39437,1491.926,38.648396,-88.920221
17123,Marshall,12640,1032.147,41.031119,-89.342371
17125,Mason,14666,1459.364,40.236993,-89.913575
17127,Massac,15429,626.295,37.216119,-88.705658
17129,Menard,12705,817.03,40.022569,-89.794133
17131,Mercer,16434,1472.91,41.204791,-90.741433
17133,Monroe,32957,1030.908,38.277983,-90.179078
17135,Montgomery,30104,1838.053,39.228092,-89.478007
17137,Morgan,35547,1482.241,39.716806,-90.202277
17139,Moultrie,14846,892.191,39.636896,-88.625726
17141,Ogle,53497,1976.123,42.041884,-89.320176
17143,Peoria,186494,1633.244,40.785999,-89.767358
17145,Perry,22350,1157.602,38.084385,-89.368487
17147,Piatt,16729,1138.202,40.009056,-88.592328
17149,Pike,16430,2198.602,39.625106,-90.889034
17151,Pope,4470,969.439,37.417169,-88.542374
17153,Pulaski,6161,526.361,37.215615,-89.127755
17155,Putnam,6006,446.057,41.19894,-89.298386
17157,Randolph,33476,1546.753,38.056515,-89.82121
17159,Richland,16233,937.308,38.71155,-88.085698
17161,Rock Island,147546,1168.831,41.468404,-90.572203
17163,St. Clair,270056,1745.738,38.470198,-89.928546
17165,Saline,24913,1001.755,37.751653,-88.545031
17167,Sangamon,197465,2271.47,39.756378,-89.662311
17169,Schuyler,7544,1143.043,40.156905,-90.613464
17171,Scott,5355,654.674,39.63698,-90.477759
17173,Shelby,22363,1989.291,39.384926,-88.798862
17175,Stark,5994,746.83,41.096908,-89.797411
17177,Stephenson,47711,1463.494,42.349726,-89.665994
17179,Tazewell,135394,1704.047,40.508074,-89.51626
17181,Union,17808,1093.358,37.475104,-89.252875
17183,Vermilion,81625,2334.298,40.18674,-87.726772
17185,Wabash,11947,589.237,38.445821,-87.839167
17187,Warren,17707,1406.498,40.850441,-90.620223
17189,Washington,14716,1460.51,38.353141,-89.417187
17191,Wayne,16760,1853.101,38.431948,-88.432129
17193,White,14665,1299.814,38.087372,-88.178585
17195,Whiteside,58498,1803.995,41.750571,-89.910957
17197,Will,677560,2199.485,41.448474,-87.978456
17199,Williamson,66357,1150.866,37.730353,-88.930018
17201,Winnebago,295266,1344.852,42.337396,-89.161205
17203,Woodford,38664,1405.436,40.789596,-89.210301
18001,Adams,34387,880.51,40.745733,-84.936131
18003,Allen,355329,1709.449,41.091855,-85.07223
18005,Bartholomew,76794,1060.665,39.205843,-85.897999
18007,Benton,8854,1052.853,40.608253,-87.315479
18009,Blackford,12766,428.858,40.472672,-85.32373
18011,Boone,56640,1096.217,40.050892,-86.469014
18013,Brown,15242,820.07,39.192585,-86.23941
18015,Carroll,20155,971.294,40.58498,-86.565141
18017,Cass,38966,1074.45,40.753799,-86.355169
18019,Clark,110232,975.004,38.476217,-85.711122
18021,Clay,26890,933.228,39.393951,-87.115837
18023,Clinton,33224,1049.588,40.305944,-86.477567
18025,Crawford,10713,799.577,38.289433,-86.440871
18027,Daviess,31648,1131.499,38.696155,-87.076988
18029,Dearborn,50047,796.202,39.151491,-84.97346
18031,Decatur,25740,966.902,39.30598,-85.499831
18033,DeKalb,42223,942.368,41.401189,-85.000185
18035,Delaware,117671,1025.4,40.227165,-85.398856
18037,Dubois,41889,1127.509,38.373344,-86.873385
18039,Elkhart,197559,1212.038,41.600693,-85.863986
18041,Fayette,24277,557.268,39.639655,-85.185032
18043,Floyd,74578,385.798,38.317937,-85.911474
18045,Fountain,17240,1030.503,40.121282,-87.234806
18047,Franklin,23087,1012.814,39.409762,-85.066964
18049,Fulton,20836,961.573,41.050384,-86.265006
18051,Gibson,33503,1292.83,38.317413,-87.580566
18053,Grant,70061,1074.58,40.515758,-85.654946
18055,Greene,33165,1413.92,39.0486,-87.005245
18057,Hamilton,274569,1042.307,40.04987,-86.020586
18059,Hancock,70002,795.191,39.822604,-85.772904
18061,Harrison,39364,1260.083,38.18644,-86.103681
18063,Hendricks,145448,1058.729,39.768749,-86.510287
18065,Henry,49462,1022.61,39.929576,-85.397338
18067,Howard,82752,761.253,40.483537,-86.114118
18069,Huntington,37124,1004.196,40.826394,-85.478598
18071,Jackson,42376,1331.03,38.911957,-86.042516
18073,Jasper,33478,1453.982,41.017688,-87.118814
18075,Jay,21253,994.769,40.434972,-85.00338
18077,Jefferson,32428,939.877,38.783604,-85.44009
18079,Jennings,28525,979.91,38.996234,-85.628111
18081,Johnson,139654,833.432,39.495986,-86.0946
18083,Knox,38440,1357.269,38.688663,-87.420182
18085,Kosciusko,77358,1435.871,41.244293,-85.861575
18087,LaGrange,37128,1001.555,41.642468,-85.426302
18089,Lake,496005,1622.784,41.472239,-87.374337
18091,LaPorte,111467,1588.335,41.549011,-86.744729
18093,Lawrence,46134,1170.491,38.839815,-86.48782
18095,Madison,131636,1173.017,40.166203,-85.722454
18097,Marion,903393,1043.786,39.782976,-86.135794
18099,Marshall,47051,1164.829,41.325003,-86.269036
18101,Martin,10334,881.648,38.705322,-86.801847
18103,Miami,36903,977.431,40.772881,-86.044259
18105,Monroe,137974,1065.316,39.160751,-86.523325
18107,Montgomery,38124,1309.097,40.040296,-86.892715
18109,Morgan,68894,1060.411,39.482646,-86.447457
18111,Newton,14244,1044.9,40.962399,-87.402172
18113,Noble,47536,1081.146,41.400794,-85.41785
18115,Ohio,6128,226.454,38.940527,-84.964299
18117,Orange,19840,1057.212,38.547381,-86.489257
18119,Owen,21575,1004.463,39.317339,-86.838845
18121,Parke,17339,1165.441,39.77425,-87.19695
18123,Perry,19338,1000.486,38.081436,-86.62654
18125,Pike,12845,883.43,38.397898,-87.232532
18127,Porter,164343,1351.406,41.509922,-87.071308
18129,Posey,25910,1086.047,38.027614,-87.868653
18131,Pulaski,13402,1125.438,41.045272,-86.692538
18133,Putnam,37963,1250.167,39.665545,-86.853325
18135,Randolph,26171,1174.077,40.164414,-85.005004
18137,Ripley,28818,1160.474,39.10023,-85.260541
18139,Rush,17392,1057.908,39.622312,-85.466527
18141,St. Joseph,266931,1194.983,41.617699,-86.288159
18143,Scott,24181,499.216,38.679431,-85.751898
18145,Shelby,44436,1069.034,39.524135,-85.792174
18147,Spencer,20952,1039.689,38.009789,-87.010645
18149,Starke,23363,808.609,41.28322,-86.64757
18151,Steuben,34185,835.183,41.643437,-85.002467
18153,Sullivan,21475,1176.155,39.089225,-87.415843
18155,Switzerland,10613,578.704,38.825846,-85.029679
18157,Tippecanoe,172780,1303.394,40.38926,-86.893943
18159,Tipton,15936,674.866,40.310229,-86.056207
18161,Union,7516,427.807,39.623111,-84.925152
18163,Vanderburgh,179703,612.091,38.02007,-87.586166
18165,Vermillion,16212,673.217,39.854045,-87.462071
18167,Vigo,107848,1063.062,39.429143,-87.390375
18169,Wabash,32888,1090.322,40.843717,-85.795175
18171,Warren,8508,948.987,40.352658,-87.375847
18173,Warrick,59689,1012.823,38.097764,-87.272023
18175,Washington,28262,1337.987,38.600613,-86.104751
18177,Wayne,68917,1047.239,39.863091,-85.006735
18179,Wells,27636,958.938,40.735273,-85.212974
18181,White,24643,1317.473,40.75095,-86.864293
18183,Whitley,33292,875.194,41.136426,-85.501892
19001,Adair,7682,1477.002,41.328528,-94.478164
19003,Adams,4029,1102.054,41.021656,-94.696906
19005,Allamakee,14330,1706.21,43.274964,-91.382751
19007,Appanoose,12887,1337.065,40.744683,-92.870345
19009,Audubon,6119,1148.417,41.679178,-94.904312
19011,Benton,26076,1860.878,42.092547,-92.05763
19013,Black Hawk,131090,1483.234,42.472888,-92.306059
19015,Boone,26306,1485.722,42.038601,-93.939138
19017,Bremer,24276,1138.052,42.78089,-92.327586
19019,Buchanan,20958,1484.363,42.470328,-91.838666
19021,Buena Vista,20260,1502.781,42.741522,-95.141433
19023,Butler,14867,1506.743,42.734708,-92.780066
19025,Calhoun,9670,1481.77,42.38617,-94.643683
19027,Carroll,20816,1476.98,42.039492,-94.867647
19029,Cass,13956,1463.21,41.333824,-94.933302
19031,Cedar,18499,1507.117,41.772355,-91.13219
19033,Cerro Gordo,44151,1489.55,43.075171,-93.251266
19035,Cherokee,12072,1494.604,42.742738,-95.633262
19037,Chickasaw,12439,1309.648,43.059741,-92.31721
19039,Clarke,9286,1118.241,41.029191,-93.784096
19041,Clay,16667,1483.006,43.079822,-95.149726
19043,Clayton,18129,2052.992,42.840998,-91.323511
19045,Clinton,49116,1839.345,41.898073,-90.534243
19047,Crawford,17096,1851.937,42.043119,-95.38909
19049,Dallas,66135,1532.492,41.685321,-94.040707
19051,Davis,8753,1307.566,40.748089,-92.410345
19053,Decatur,8457,1381.708,40.736379,-93.78458
19055,Delaware,17764,1499.464,42.473003,-91.359443
19057,Des Moines,40325,1113.049,40.915339,-91.186925
19059,Dickinson,16667,1046.255,43.389611,-95.196057
19061,Dubuque,93653,1597.071,42.463481,-90.878771
19063,Emmet,10302,1042.53,43.377984,-94.66937
19065,Fayette,20880,1894.125,42.86445,-91.839373
19067,Floyd,16303,1298.574,43.052741,-92.787367
19069,Franklin,10680,1508.73,42.736549,-93.271425
19071,Fremont,7441,1338.087,40.743726,-95.599516
19073,Greene,9336,1479.439,42.042494,-94.388703
19075,Grundy,12453,1299.9,42.403323,-92.790261
19077,Guthrie,10954,1536.055,41.683573,-94.501272
19079,Hamilton,15673,1495.743,42.390768,-93.709198
19081,Hancock,11341,1484.161,43.075411,-93.743697
19083,Hardin,17534,1476.273,42.389955,-93.241081
19085,Harrison,14928,1817.246,41.688584,-95.827149
19087,Henry,20145,1130.685,40.985864,-91.54427
19089,Howard,9566,1226.634,43.365313,-92.321908
19091,Humboldt,9815,1128.373,42.782221,-94.202775
19093,Ida,7089,1119.006,42.39186,-95.507421
19095,Iowa,16355,1521.603,41.683918,-92.059123
19097,Jackson,19848,1682.474,42.164281,-90.574597
19099,Jasper,36842,1898.345,41.685686,-93.052971
19101,Jefferson,16843,1131.503,41.00688,-91.967137
19103,Johnson,130882,1613.951,41.668737,-91.588812
19105,Jones,20638,1494.434,42.125118,-91.116914
19107,Keokuk,10511,1501.997,41.331182,-92.167721
19109,Kossuth,15543,2523.488,43.212478,-94.213983
19111,Lee,35862,1395.66,40.647588,-91.477157
19113,Linn,211226,1876.459,42.077951,-91.597674
19115,Louisa,11387,1081.368,41.218211,-91.256994
19117,Lucas,8898,1125.084,41.033344,-93.331467
19119,Lyon,11581,1522.342,43.38358,-96.207201
19121,Madison,15679,1455.983,41.330622,-94.015184
19123,Mahaska,22381,1485.092,41.330797,-92.636366
19125,Marion,33309,1477.612,41.331455,-93.093849
19127,Marshall,40648,1484.574,42.041691,-92.981452
19129,Mills,15059,1141.263,41.033703,-95.619101
19131,Mitchell,10776,1216.167,43.348564,-92.784466
19133,Monona,9243,1810.23,42.049432,-95.956566
19135,Monroe,7970,1124.84,41.028847,-92.869642
19137,Montgomery,10740,1100.816,41.021735,-95.15779
19139,Muscatine,42745,1163.239,41.483776,-91.118699
19141,O'Brien,14398,1484.602,43.083746,-95.625624
19143,Osceola,6462,1034.423,43.378542,-95.633788
19145,Page,15932,1386.854,40.73909,-95.14429
19147,Palo Alto,9421,1474.829,43.075854,-94.667297
19149,Plymouth,24986,2237.059,42.737585,-96.215864
19151,Pocahontas,7310,1498.714,42.734033,-94.678279
19153,Polk,430640,1532.067,41.684281,-93.56972
19155,Pottawattamie,93158,2484.14,41.340184,-95.544905
19157,Poweshiek,18914,1517.907,41.684526,-92.522882
19159,Ringgold,5131,1395.655,40.735334,-94.244251
19161,Sac,10350,1497.87,42.387526,-95.105224
19163,Scott,165224,1212.66,41.641679,-90.62229
19165,Shelby,12167,1531.597,41.679014,-95.308917
19167,Sioux,33704,1991.677,43.082854,-96.177929
19169,Story,89542,1485.745,42.037538,-93.466093
19171,Tama,17767,1870.181,42.074848,-92.529412
19173,Taylor,6317,1384.752,40.737949,-94.697108
19175,Union,12534,1102.812,41.02855,-94.245091
19177,Van Buren,7570,1270.438,40.754117,-91.952943
19179,Wapello,35625,1129.289,41.031263,-92.409482
19181,Warren,46225,1484.97,41.336769,-93.564366
19183,Washington,21704,1478.676,41.329401,-91.725052
19185,Wayne,6403,1365.316,40.739983,-93.332613
19187,Webster,38013,1860.721,42.434397,-94.179157
19189,Winnebago,10866,1040.444,43.378124,-93.743488
19191,Winneshiek,21056,1787.449,43.292989,-91.850788
19193,Woodbury,102172,2273.423,42.39322,-96.053296
19195,Worth,7598,1041.024,43.373491,-93.248533
19197,Wright,13229,1507.991,42.733007,-93.734735
20001,Allen,13371,1308.786,37.884229,-95.300945
20003,Anderson,8102,1511.863,38.215114,-95.292046
20005,Atchison,16924,1123.587,39.532544,-95.313398
20007,Barber,4861,2942.656,37.222906,-98.685052
20009,Barton,27674,2332.632,38.481239,-98.767837
20011,Bourbon,15173,1655.239,37.8561,-94.850928
20013,Brown,9984,1481.748,39.825931,-95.569905
20015,Butler,65880,3746.49,37.773681,-96.838762
20017,Chase,2790,2014.305,38.298553,-96.594064
20019,Chautauqua,3669,1669.937,37.154259,-96.245396
20021,Cherokee,21603,1530.742,37.169392,-94.845698
20023,Cheyenne,2726,2644.234,39.789256,-101.727302
20025,Clark,2215,2530.891,37.233831,-99.813869
20027,Clay,8535,1697.996,39.344964,-97.168853
20029,Cloud,9533,1859.586,39.487329,-97.64139
20031,Coffey,8601,1694.095,38.23645,-95.729137
20033,Comanche,1891,2045.286,37.189071,-99.254089
20035,Cowley,36311,2932.971,37.234507,-96.837247
20037,Crawford,39134,1541.073,37.505628,-94.853941
20039,Decatur,2961,2315.831,39.783542,-100.459708
20041,Dickinson,19754,2206.541,38.867735,-97.157943
20043,Doniphan,7945,1031.53,39.788502,-95.147225
20045,Douglas,110826,1229.303,38.896573,-95.290529
20047,Edwards,3037,1610.906,37.883595,-99.304746
20049,Elk,2882,1684.699,37.456026,-96.244642
20051,Ellis,28452,2331.96,38.914596,-99.317329
20053,Ellsworth,6497,1873.305,38.700845,-98.205355
20055,Finney,36776,3373.905,38.049855,-100.739929
20057,Ford,33848,2846.606,37.688365,-99.884734
20059,Franklin,25992,1494.776,38.558019,-95.278962
20061,Geary,34362,1047.612,39.002155,-96.768038
20063,Gove,2695,2775.844,38.917239,-100.48736
20065,Graham,2597,2327.76,39.349445,-99.880952
20067,Grant,7829,1489.617,37.547537,-101.299362
20069,Gray,6006,2251.47,37.744513,-100.451716
20071,Greeley,1247,2016.177,38.480408,-101.805984
20073,Greenwood,6689,2985.288,37.878659,-96.242232
20075,Hamilton,2690,2583.847,37.995244,-101.793689
20077,Harper,6034,2079.19,37.188184,-98.06659
20079,Harvey,34684,1400.465,38.050144,-97.436707
20081,Haskell,4256,1496.683,37.55855,-100.876869
20083,Hodgeman,1916,2228.196,38.087493,-99.898407
20085,Jackson,13462,1704.261,39.410989,-95.794509
20087,Jefferson,19126,1441.787,39.239644,-95.375314
20089,Jewell,3077,2368.182,39.77701,-98.222584
20091,Johnson,544179,1242.925,38.883907,-94.82233
20093,Kearny,3977,2255.831,37.994461,-101.308136
20095,Kingman,7858,2244.636,37.552951,-98.144529
20097,Kiowa,2553,1872.224,37.561231,-99.286539
20099,Labette,21607,1691.567,37.191468,-95.297473
20101,Lane,1750,1858.751,38.481286,-100.466185
20103,Leavenworth,76227,1214.632,39.189511,-95.038977
20105,Lincoln,3241,1865.975,39.047276,-98.214265
20107,Linn,9656,1570.556,38.216549,-94.844932
20109,Logan,2756,2779.317,38.91327,-101.157407
20111,Lyon,33690,2215.52,38.455498,-96.161589
20113,McPherson,29180,2332.55,38.395812,-97.647489
20115,Marion,12660,2470.15,38.359647,-97.102771
20117,Marshall,10117,2344.217,39.782709,-96.521243
20119,Meade,4575,2536.493,37.243886,-100.360094
20121,Miami,32787,1528.755,38.566772,-94.832963
20123,Mitchell,6373,1862.613,39.393026,-98.207362
20125,Montgomery,35471,1687.33,37.189537,-95.742403
20127,Morris,5923,1820.475,38.687696,-96.644905
20129,Morton,3233,1890.501,37.18525,-101.809516
20131,Nemaha,10178,1863.334,39.791043,-96.005381
20133,Neosho,16512,1496.481,37.564283,-95.315683
20135,Ness,3107,2784.258,38.480437,-99.908745
20137,Norton,5671,2282.552,39.783867,-99.899235
20139,Osage,16295,1864.391,38.649706,-95.727275
20141,Osborne,3858,2316.38,39.348649,-98.767876
20143,Ottawa,6091,1868.251,39.137963,-97.654803
20145,Pawnee,6973,1954.524,38.182873,-99.232154
20147,Phillips,5642,2316.904,39.784506,-99.34215
20149,Pottawatomie,21604,2232.339,39.382187,-96.337113
20151,Pratt,9656,1905.511,37.647594,-98.74012
20153,Rawlins,2519,2770.191,39.786198,-101.076738
20155,Reno,64511,3294.75,37.948185,-98.078346
20157,Republic,4980,1865.949,39.82891,-97.650921
20159,Rice,10083,1885.415,38.347178,-98.201415
20161,Riley,71115,1610.859,39.291211,-96.727489
20163,Rooks,5181,2318.432,39.346006,-99.324492
20165,Rush,3307,1859.542,38.523592,-99.309183
20167,Russell,6970,2329.529,38.916839,-98.765638
20169,Saline,55606,1868.183,38.786327,-97.650153
20171,Scott,4936,1858.736,38.481877,-100.90636
20173,Sedgwick,498365,2613.611,37.683807,-97.459451
20175,Seward,22952,1658.853,37.180585,-100.854741
20177,Shawnee,177934,1439.326,39.041805,-95.755664
20179,Sheridan,2556,2321.166,39.350543,-100.441206
20181,Sherman,6010,2735.748,39.351352,-101.719859
20183,Smith,3853,2323.128,39.78466,-98.78543
20185,Stafford,4437,2058.825,38.03563,-98.719889
20187,Stanton,2235,1762.266,37.565932,-101.789383
20189,Stevens,5724,1884.144,37.202356,-101.315796
20191,Sumner,24132,3069.019,37.236663,-97.493349
20193,Thomas,7900,2783.714,39.357706,-101.083439
20195,Trego,3001,2330.019,38.921302,-99.865423
20197,Wabaunsee,7053,2071.007,38.955154,-96.201262
20199,Wallace,1485,2366.489,38.926626,-101.771103
20201,Washington,5799,2327.546,39.776714,-97.095611
20203,Wichita,2234,1861.144,38.481922,-101.347434
20205,Wilson,9409,1489.434,37.558515,-95.745175
20207,Woodson,3309,1308.599,37.888484,-95.757553
20209,Wyandotte,157505,404.538,39.115384,-94.763087
21001,Adair,18656,1068.109,37.105541,-85.281401
21003,Allen,19956,911.323,36.75077,-86.192458
21005,Anderson,21421,529.057,38.005396,-84.986417
21007,Ballard,8249,708.853,37.05112,-89.009178
21009,Barren,42173,1294.992,36.963614,-85.92499
21011,Bath,11591,735.568,38.152249,-83.737641
21013,Bell,28691,935.288,36.72268,-83.681046
21015,Boone,118811,664.239,38.974595,-84.731444
21017,Bourbon,19985,755.22,38.202562,-84.20986
21019,Boyd,49542,419.635,38.360004,-82.681406
21021,Boyle,28432,473.093,37.6182,-84.873016
21023,Bracken,8488,541.17,38.678523,-84.100355
21025,Breathitt,13878,1282.737,37.521178,-83.322401
21027,Breckinridge,20059,1516.751,37.778109,-86.432829
21029,Bullitt,74319,777.682,37.969572,-85.703036
21031,Butler,12690,1117.511,37.207013,-86.682471
21033,Caldwell,12984,901.707,37.148643,-87.87051
21035,Calloway,37191,1063.699,36.620978,-88.274086
21037,Campbell,90336,412.897,38.946981,-84.379583
21039,Carlisle,5104,515.355,36.857726,-88.975757
21041,Carroll,10811,355.644,38.668284,-85.124083
21043,Carter,27720,1067.391,38.309555,-83.048821
21045,Casey,15955,1154.451,37.321962,-84.92822
21047,Christian,73955,1875.261,36.893388,-87.493554
21049,Clark,35613,660.851,37.970133,-84.144974
21051,Clay,21730,1220.108,37.164466,-83.710763
21053,Clinton,10272,532.028,36.729124,-85.153499
21055,Crittenden,9315,961.25,37.358149,-88.10501
21057,Cumberland,6856,805.247,36.784227,-85.393499
21059,Daviess,96656,1234.322,37.731671,-87.087139
21061,Edmonson,12161,797.726,37.227856,-86.217778
21063,Elliott,7852,609.484,38.116425,-83.097541
21065,Estill,14672,662.027,37.69246,-83.963927
21067,Fayette,295803,739.571,38.040157,-84.458443
21069,Fleming,14348,909.905,38.368431,-83.706152
21071,Floyd,39451,1024.872,37.558283,-82.740337
21073,Franklin,49285,549.099,38.234919,-84.868786
21075,Fulton,6813,597.299,36.55262,-89.187723
