,State,GROC16,GROCPTH16,SUPERC16,SUPERCPTH16,CONVS16,CONVSPTH16,SPECS16,SPECSPTH16,WICS16,WICSPTH16,FFR16,FFRPTH16,FSR16,FSRPTH16,SNAP_PART_RATE16,SNAP_OAPP16,SNAP_CAP16,SNAP_BBCE16,SNAP_REPORTSIMPLE16,PC_WIC_REDEMP16,REDEMP_WICS16,PCT_WICINFANTCHILD16,PCT_WICWOMEN16,RECFAC16,RECFACPTH16,PCT_OBESE_ADULTS17
1,AK,19.878366131538066,0.4853575611572885,6.049108298808907,0.02972160724959,26.14286369325048,0.2059455470126499,9.885378905575696,0.0640738426323715,15.242241329207753,0.4001798057200645,95.00088064258588,0.5116963097996072,117.77566675297771,0.8031182320533349,71.45400000000001,0.0,0.0,0.0,1.0,24.12632865785041,117758.007352539,26.54076646090535,3.0656421261366504,20.390387644571035,0.1079704017689816,34.2
17,KY,37.986742234346174,0.1794348231864203,4.474343933131887,0.0232196063923853,73.10520660380526,0.4645552926176109,11.363959588385368,0.0371944558616874,26.144296294760817,0.1649306519259821,165.72058697286687,0.7166803992605552,154.29619111587076,0.6154779126122718,76.15099999999998,1.0,1.0,1.0,1.0,17.223974738106726,117410.0263928006,30.88798834350241,3.028461555607434,22.462765215584863,0.0777948175058058,34.3
33,NC,68.85385469010097,0.1893482705841822,6.816659559684815,0.0191974180114793,138.7966498695095,0.4789855931150195,20.49336579407501,0.0550527633398307,68.8463265403977,0.2044959776183224,294.190107514474,0.7570450868192405,284.5898280333562,0.7411977896570626,86.26699999999998,1.0,1.0,1.0,1.0,17.891254371476794,89319.14079073454,29.72013994323057,2.911982092793901,54.30963290264465,0.1104832515946646,32.1
11,HI,141.0143273778889,0.2064842340019774,7.951051918451374,0.0097998253665241,202.4021020863312,0.2946573758084069,81.52708939468737,0.0973113378987287,58.101998000337055,0.0959447061257096,691.3136155954919,0.9001517777704517,636.1965891863694,0.9008436605249543,83.514,0.0,0.0,1.0,1.0,15.32631128400438,171199.3177565739,24.55816465710077,2.6754598176059945,40.7051085179311,0.0609046412006722,23.8
16,KS,35.88499218380476,0.1756665772475049,6.527099750177157,0.0261356562202951,59.681460932935295,0.3389772434370515,14.82835937529519,0.0632695633895446,20.14347362546305,0.1293235370910096,194.66289373375065,0.7071436455316202,179.49142863423882,0.7358706038493475,76.875,1.0,0.0,0.0,1.0,14.247006364866031,129855.40879310857,22.38711509941432,2.379881263069024,31.77440238137193,0.0939045737357981,32.4
31,NM,33.0524816405285,0.122274855995494,6.218385608869313,0.0220557311559612,96.44161499319809,0.3892729745615559,19.613485162622705,0.0585253175628441,26.503576030304256,0.1189323997344477,226.41043172531965,0.69966765068215,184.7393683739737,0.6445921171675629,100.0,1.0,0.0,1.0,1.0,14.976397774761953,140809.57783651893,29.022673414617728,3.151944804966145,28.027702267165967,0.0829837147951274,28.4
18,LA,46.17115630641174,0.201625257251597,4.919337396849012,0.0253982023471086,103.1852781456175,0.5596077754654027,15.497551950904352,0.0661374822293039,23.094802087492496,0.1210927381770088,168.79311190272358,0.7174970166179331,156.39661452070928,0.6169470578914288,83.536,1.0,1.0,0.0,1.0,22.73402910229133,204783.13835080777,30.090613955383382,3.430286365485328,22.24653334658625,0.09174070549338,36.2
48,WV,5.265962910501712,0.1965297553973343,0.7485538323306934,0.0204897593558864,17.783782531275932,0.5792103230018292,0.668115287777825,0.0149084292983428,4.879011513730005,0.1798088089094899,18.90139562676716,0.4700744453834959,19.837220130435878,0.5929384228641086,95.39599999999996,1.0,0.0,1.0,1.0,15.02541844605114,90733.94514438813,29.93369509753896,2.8555642944935715,1.8972863842700571,0.0405646760849261,38.10000000000001
0,AL,33.573329537313874,0.1557312850208082,6.316263647940437,0.0261316436117009,146.57005084541944,0.6659579765070668,12.55132345066391,0.0425967588759116,28.687318656990243,0.1463591625483232,203.35880729616864,0.7864413375206781,136.39183266543262,0.5804499645275745,86.89799999999998,1.0,0.0,1.0,1.0,18.41186054656281,131170.46302370183,32.91087573564322,3.3097590470814477,22.04804280594358,0.0775768893151838,36.3
28,NV,156.71031368202722,0.1065230184137549,20.58321300430308,0.0149776583846272,525.0171568190941,0.342333067442562,85.80902412928133,0.0530797947212316,108.49187096298157,0.0751658815036151,1427.5802846934623,0.8296965674058141,1077.570335286454,0.6726926035111057,83.288,1.0,0.0,1.0,1.0,14.03747699043728,205533.48092771755,29.6351529594325,2.8416030770481684,133.91159926186018,0.092568981178405,26.700000000000003
