FIPS,County,NEAREST_1,NEAREST_2,NEAREST_3,NEAREST_4,NEAREST_5,NEAREST_6,NEAREST_7,NEAREST_8,NEAREST_9,NEAREST_10,NEAREST_11,NEAREST_12,NEAREST_13,NEAREST_14,NEAREST_15,NEAREST_16,NEAREST_17,NEAREST_18,NEAREST_19,NEAREST_20
13027,Brooks,13027,32013,19119,55111,20019,33017,51149,47103,18091,46102,21051,19125,51730,36071,48163,22117,26157,21131,18149,49057
13029,Bryan,13029,13067,31095,54039,35041,38087,40085,53041,37019,39037,18051,36089,6103,30107,41023,24047,55003,28011,17185,46119
13031,Bulloch,13031,29037,35013,17159,18177,10005,53015,38081,55083,8051,13045,20157,32011,16061,17001,38011,48353,27085,13097,42009
13033,Burke,13033,39009,1017,55107,20193,29047,48067,13163,4009,20179,29007,17023,26029,29165,34011,51069,39061,30011,29177,26031
13035,Butts,13035,16049,27003,22119,54021,24043,2090,4011,22015,1105,20195,48253,18055,27155,13159,6007,54041,48085,13255,17171
13037,Calhoun,13037,48309,28037,51065,17075,1059,21113,46079,6111,42095,38015,29221,39151,48075,30077,5113,21079,19159,45071,49037
13039,Camden,13039,48413,21033,35037,51185,40087,29097,47011,2158,20119,37163,48175,53035,19139,40027,42047,31105,9011,54047,18033
13043,Candler,13043,26097,6003,20157,13045,8051,55083,38081,54053,29127,17025,48335,48337,18177,48183,5043,18065,42111,17159,53015
13045,Carroll,13045,8051,20157,55083,18177,38081,13043,53015,17159,29037,16061,48337,6003,54053,13031,48335,26097,48273,35013,17025
13047,Catoosa,13047,38091,27091,27075,51027,46095,2282,18003,49053,13025,31143,2275,5117,37051,6039,42065,19115,17069,21139,21055
13049,Charlton,13049,48255,19063,47065,16055,48373,12087,30015,18113,51167,31125,21139,20021,5145,55131,20175,9007,6039,40051,51051
13051,Chatham,13051,40095,1131,39149,31067,22031,16035,23009,48399,27139,55003,17169,42061,46065,29083,18125,13135,20083,55061,18051
13053,Chattahoochee,13053,51139,42045,48251,2060,41047,30087,5081,45003,48061,46019,50019,21081,22065,46029,30023,53005,29063,20039,28149
13055,Chattooga,13055,8053,40137,17165,54059,42063,20011,30109,6105,18179,23015,13229,36045,18069,31081,51001,37155,30045,27165,55139
13057,Cherokee,13057,18163,31151,17109,42013,29185,13179,28027,39107,48007,27079,6051,36089,1025,38007,41023,5107,37019,13227,46065
13059,Clarke,13059,30065,18025,39159,26019,46059,28161,35003,13219,29141,26053,22127,4019,8043,42041,48279,31127,1085,15001,54075
13061,Clay,13061,42077,29055,32023,27021,17053,21005,39075,8089,16045,55121,21167,32031,8107,28001,29227,6041,26113,46081,46097
13063,Clayton,13063,8015,29101,18083,28133,46107,54087,39113,42057,53059,13103,20201,45053,12021,17101,13151,54013,8121,13113,17009
13065,Clinch,13065,20099,19107,56021,26151,8067,18085,19059,40015,51735,53063,17153,51199,9001,21007,51700,31093,21133,48013,16013
13067,Cobb,13067,13029,31095,38087,54039,40085,35041,39037,6103,18051,37019,53041,30107,36089,28011,41023,55003,17185,24047,46119
13069,Coffee,13069,21115,28067,18103,23001,55137,20001,19051,53075,16037,31079,36059,41013,45069,51133,1049,53027,20075,46055,31001
13071,Colquitt,13071,34031,28147,51760,1083,21189,20049,27133,33003,45057,51041,19117,21129,39099,29017,49011,40055,8009,55057,40065
13073,Columbia,13073,38085,22083,35015,20153,26071,27153,48221,18077,39127,28087,21223,12115,30103,26009,48107,55033,54071,20053,13189
13075,Cook,13075,36087,29031,1089,19135,8083,51036,42073,49029,56017,28091,18131,5105,48289,21025,34003,51127,6099,40075,48283
13077,Coweta,13077,20063,6021,17149,18161,55113,54035,30001,27171,24001,28151,48203,32005,54065,17033,30097,1119,29095,39135,5017
13079,Crawford,13079,6101,30009,5073,5027,20061,48165,26041,28163,39015,39025,32001,34001,45009,48113,54095,54103,48207,51107,8117
13081,Crisp,13081,5019,55141,18157,21011,48135,54009,1043,12061,27081,51630,28127,48479,35023,34023,32027,29211,6037,17133,39081
13083,Dade,13083,18183,31121,53045,13299,28041,21195,17151,20037,5085,38039,55039,20067,37093,56041,51131,51115,17127,42031,42065
13085,Dawson,13085,55071,22085,8075,37141,31109,27161,39003,1099,20057,40069,39011,6089,6051,42027,15007,17187,46085,48095,16033
13087,Decatur,13087,19121,21199,48323,36073,38083,35001,42103,51147,48087,46125,22091,45021,22037,26057,55123,48331,47181,33019,1077
13089,DeKalb,13089,39109,20135,54015,48441,27019,38077,8121,17169,18125,2068,49047,30037,29083,27139,46119,22031,48181,13121,28133
13091,Dodge,13091,8085,30007,27173,1115,48213,17189,24017,29001,31061,18011,6059,28129,48317,53023,53013,20071,6005,8014,17027
13093,Dooly,13093,54069,51179,33007,18107,38047,8061,21069,31083,46093,6067,17163,48349,51630,29211,28121,53071,20111,21161,48003
13095,Dougherty,13095,29187,28085,48475,45039,20015,1079,51075,5097,6013,21151,8011,12097,18007,46101,8057,16015,39019,19053,30049
13097,Douglas,13097,42009,48353,27085,32011,20101,1091,35013,17001,48097,56033,10005,17185,6065,48365,29037,13031,53015,28011,16061
13099,Early,13099,53025,21021,48389,20173,55063,51029,30033,35061,50017,26035,19175,48191,45087,39169,31111,16045,5113,46097,42089
13101,Echols,13101,31077,28131,51700,46007,48013,18039,21007,53031,49033,21133,5045,48471,51093,47051,42121,37125,40015,51195,2198
13103,Effingham,13103,42057,12021,17009,17101,54087,48097,13063,28133,8121,29101,38077,38011,20201,18083,27019,8015,6065,48353,26033
13105,Elbert,13105,29005,1109,51017,42075,48093,15003,18061,12103,48189,31029,39117,27157,28115,40023,49055,29131,18043,39041,20185
13107,Emanuel,13107,49007,20091,41009,8005,20109,18139,27067,39053,55129,45043,35005,24011,1111,48047,18041,48183,46041,24023,29173
13109,Evans,13109,5041,18135,31169,24045,38073,54079,49001,17047,48273,48365,56033,20171,13143,17001,16061,13223,27085,48337,8087
13111,Fannin,13111,54055,21107,29057,37061,17131,31033,8105,16079,53033,5077,27043,5123,8021,39137,13123,48469,39039,21149,40123
13113,Fayette,13113,22017,27171,30001,39135,20201,17149,54013,54087,39113,53059,29101,13077,6021,17171,46107,20063,8015,17101,54035
13115,Floyd,13115,48347,27015,16057,24039,19111,5001,18009,53067,40067,55087,31059,48431,54043,20055,42063,6109,18179,17193,49021
13117,Forsyth,13117,37129,16033,18173,20083,54019,40069,39011,8109,48141,28119,42061,46065,16035,48399,27079,28027,39149,22085,17057
13119,Franklin,13119,28071,27005,16043,36031,49017,22043,39101,21027,51005,1041,51580,17179,8081,42109,48049,29029,32009,21163,13257
13121,Fulton,13121,46119,26033,6103,49047,27019,28011,6065,29083,17009,38077,39037,8121,31095,17169,38087,1091,18051,42057,17185
13123,Gilmer,13123,48403,8105,16079,5077,21233,49009,35009,29057,31159,48391,55117,29039,17187,39161,15007,27043,39125,13127,54081
13125,Glascock,13125,48363,24025,20105,39073,20005,49015,18079,48449,48159,48169,41071,48215,29019,54093,22067,6091,24005,48305,54023
13127,Glynn,13127,55117,39125,21233,13213,40049,54109,42033,38097,5077,27043,6071,16079,48391,8105,31159,54047,13123,31023,39161
13129,Gordon,13129,18001,37017,21225,29217,19057,23013,20069,46075,48451,48405,31185,5095,38033,1129,13305,55015,2230,17059,17071
13131,Grady,13131,20035,29223,51135,18089,19181,55103,21125,47099,12117,5083,39055,33013,45091,6087,22091,16039,48331,48507,51007
13133,Greene,13133,29135,48133,23029,22049,20013,55125,55109,28155,42133,48303,28097,8103,54083,48277,6063,39097,18175,39049,17167
13135,Gwinnett,13135,23009,54067,31067,55061,27139,28135,18125,48017,22081,1131,29015,49031,30037,40095,13051,39149,27167,55051,46069
13137,Habersham,13137,31025,8115,20097,29059,26105,30061,28137,17143,27039,46017,48069,39063,54063,48229,17175,48307,16065,42119,31153
13139,Hall,13139,38089,29085,18147,27027,42087,27131,28107,42067,39065,17057,22069,21091,28119,27147,39091,54025,20047,1035,31097
13141,Hancock,13141,17021,29019,53039,48429,6091,20005,20167,28019,18071,8045,24013,48305,39129,45019,27041,1051,13125,48363,48427
13143,Haralson,13143,20171,17191,16069,48401,48273,42111,45051,48337,48335,54011,54079,13267,38073,13109,24045,6003,29111,20121,31169
13145,Harris,13145,22035,48489,17029,28055,54031,1107,48439,34033,46037,21015,48263,10003,8073,29113,18115,22123,6033,29049,32029
13147,Hart,13147,6035,21163,2070,8081,40127,19071,20185,46073,48333,31029,17203,32009,22043,27157,51017,27109,48437,39117,29169
13149,Heard,13149,29173,5017,17079,24001,48415,32005,18041,29095,48497,55113,18161,20029,1119,1111,46041,30097,24011,13165,20109
13151,Henry,13151,53059,46107,54013,39113,2110,45053,27053,17171,20117,8015,17137,55029,20195,1105,28083,39057,6007,29101,54021
13153,Houston,13153,20147,27073,51685,38051,51683,1073,51153,29115,34029,30043,17119,8047,54051,51059,8017,51600,39001,8019,18133
13155,Irwin,13155,36081,28031,21175,38093,40141,51057,20207,36047,1095,18017,8113,31099,18015,36061,45031,27101,8033,13017,19007
13157,Jackson,13157,42099,20145,18123,48279,12086,1013,48083,26101,31097,22069,28161,42067,8027,39091,17125,13013,8095,54025,40013
13159,Jasper,13159,20051,2090,54041,27003,35035,39047,13035,48417,27051,6007,22119,54021,13237,30057,41061,39057,54097,16049,18055
13161,Jeff Davis,13161,27127,48073,8091,48173,29199,21127,17055,55135,40033,18053,42129,46055,30059,20003,1019,45067,31001,5069,2195
13163,Jefferson,13163,1017,29007,20193,18005,39009,13033,26029,28159,20181,30011,29047,27121,29165,39141,55041,30031,17173,55005,1037
13165,Jenkins,13165,39105,48261,46091,20029,49027,48315,10001,48497,12071,18047,55075,20209,48415,54057,41049,1063,53011,5003,17049
13167,Johnson,13167,1027,17051,55067,18145,39079,48033,24003,48047,29137,48237,24023,28099,20045,48459,55013,4027,20199,48499,18081
13169,Jones,13169,8063,27149,13207,27025,6057,20161,54037,12099,24510,30031,27121,2164,26109,6025,54017,1037,39141,45005,27145
13171,Lamar,13171,17061,54085,30095,27141,46109,2016,13231,8065,6025,20027,55099,46129,20149,54107,54037,12099,46063,13199,8063
13173,Lanier,13173,51095,27137,51830,38031,21119,36119,18099,6047,55021,17003,27105,21193,20129,20125,37153,28035,19123,18049,37007
13175,Laurens,13175,48009,23007,28101,45089,46137,27023,38021,18097,5013,42051,8031,20183,21089,6017,8014,29121,20139,41007,48423
13177,Lee,13177,29129,28029,26129,48495,1133,31073,46011,5109,21017,18171,21049,34021,51109,45079,34035,23003,39019,18007,39067
13179,Liberty,13179,42013,31151,39107,48419,18129,13057,1025,40019,36089,35041,37019,18163,53041,41023,24047,17109,27103,13029,38017
13181,Lincoln,13181,29151,39089,26055,12081,42071,48143,18019,17147,21185,20159,55091,1011,28025,50011,4012,45065,29087,22041,17039
13183,Long,13183,54005,13015,37047,27103,48409,17067,42021,18075,48081,31059,20055,18129,17193,55007,40019,55009,48419,46117,38033
13185,Lowndes,13185,23031,28109,38027,29201,36079,51181,36117,21131,19123,20125,48163,5029,16025,21193,31175,40149,47103,47127,18099
13187,Lumpkin,13187,54089,21059,48369,29167,17095,28143,39003,30027,31109,42027,1035,46085,48057,27161,20057,48095,16051,37141,40123
13189,McDuffie,13189,12115,20043,8041,29027,39045,27153,28105,20053,18077,35015,54071,30081,13301,55033,2180,22083,1087,39127,18143
13191,McIntosh,13191,40099,13227,38007,53053,56019,5107,21101,35009,29039,54081,39161,31159,27013,48391,48007,17071,48403,6089,49009
13193,Macon,13193,48275,34005,20127,21023,29510,12093,29189,6113,45017,51061,26119,48139,53071,5099,16085,18121,29117,28049,39013
13195,Madison,13195,31127,27049,22127,17179,48049,1041,42043,46059,29029,8027,39101,18025,39159,16043,29131,20185,54075,30065,21163
13197,Marion,13197,48269,28149,12055,21081,51157,29061,46029,46019,30087,26137,38029,2060,21191,42101,1057,34007,18165,39121,51139
13199,Meriwether,13199,46063,54027,26047,8097,54107,13285,54037,8039,20161,8065,6073,26109,13207,29163,46109,18031,20027,24029,2164
13201,Miller,13201,42089,17091,39153,6081,21137,46087,29179,5127,19175,46033,45087,35061,1033,26073,29093,51029,49037,48389,55063
13205,Mitchell,13205,51145,40057,28113,18111,45023,34037,29123,46099,6001,48127,4025,19039,48145,27061,31047,21203,51007,21109,39133
13207,Monroe,13207,8063,54037,20161,13169,26109,27149,2164,6025,27025,6057,54017,45005,12099,46063,13199,24510,41067,27145,17035
13209,Montgomery,13209,4007,48077,20203,35029,55115,53069,18095,30025,27129,55031,1015,48227,21019,39087,41069,29103,24019,13279,28023
13211,Morgan,13211,42001,48219,48147,39097,2240,22013,49041,20131,27163,23029,18101,28097,12011,27123,46049,38001,17167,8125,48059
13213,Murray,13213,6071,42033,40049,54047,13127,36049,55117,54109,39125,38097,31105,16023,29011,48175,21233,48405,37163,21225,5095
13215,Muscogee,13215,27097,29219,21077,12027,48037,55017,51171,30023,2150,20039,26043,18155,20169,17041,45003,23021,48061,39115,39121
13217,Newton,13217,29159,54007,18027,20117,45013,28083,2110,38001,48079,27123,39023,55029,27053,18101,17137,1047,12011,42055,39057
13219,Oconee,13219,29141,8043,1085,4019,26019,28043,26053,42041,17129,54101,13059,38041,18117,15001,30065,8125,35003,20165,27037
13221,Oglethorpe,13221,17107,41041,53077,41001,27111,31147,28013,55093,54075,36019,20009,1101,39041,15001,35003,6063,40023,8103,29131
13223,Paulding,13223,27143,49001,17047,29013,8087,48365,23027,30107,18135,5041,48355,31169,55009,55007,24045,40085,24047,13109,54039
13225,Peach,13225,27065,8017,48257,18133,8019,45075,28089,39015,54103,30009,17119,51685,51600,51683,51059,12085,20197,20147,18121
13227,Pickens,13227,38007,40099,13191,53053,21101,5107,54081,29039,48007,56019,35009,6089,39161,31159,27013,48391,17071,48403,17187
13229,Pierce,13229,37155,6043,48235,54059,36103,31081,19087,13295,17165,16009,13055,36045,18069,23015,40137,20037,55039,27165,8053
13231,Pike,13231,27141,30095,2016,54085,46129,13171,17061,46109,20027,8065,23019,55099,28053,54107,29163,39165,6025,12051,46063
13233,Polk,13233,13267,1023,49013,54043,45051,2100,40067,38073,24045,31169,55087,48401,46117,18035,18135,17191,8087,48431,13143
13235,Pulaski,13235,35027,30017,21135,53013,55073,8013,26007,12111,20111,45027,18011,48023,49049,28121,17163,6067,24017,48213,5103
13237,Putnam,13237,54097,24013,27051,39047,22061,20051,41061,29053,8119,30111,53039,54041,18093,13159,20167,48429,48119,48417,39129
13239,Quitman,13239,48035,29227,48345,8107,46081,46077,6041,39031,26113,35053,21005,55121,22107,21073,20079,45081,41043,49045,8025
13241,Rabun,13241,27099,46015,31049,8023,29225,51045,17175,16065,31153,49025,36113,48321,1039,42081,27087,21031,21085,51775,28093
13243,Randolph,13243,21239,51540,28063,31063,1093,45071,12105,51003,48301,49045,20079,30077,4003,26143,39157,50005,29221,46077,41043
13245,Richmond,13245,29139,1081,55037,29021,39115,10003,29049,24015,17139,18115,18155,1107,28087,39127,54031,20169,48037,17041,17029
13247,Rockdale,13247,42055,1047,48079,17017,48181,2068,48441,28083,18027,55051,27053,45013,54007,45053,32021,2110,13217,39023,29159
13249,Schley,13249,5057,16085,51047,55019,28049,48139,21097,50009,12055,29189,38029,1127,18165,39013,29061,21191,6113,46039,42101
13251,Screven,13251,48151,30097,53011,32019,55075,17033,29095,28151,48121,54105,48315,1065,17079,54065,55113,20029,5017,10001,48497
13253,Seminole,13253,12069,49003,20191,16001,45021,48027,21045,17197,22037,51147,26083,26073,33019,5131,19001,35001,42069,36063,46087
13255,Spalding,13255,22015,48253,4011,1065,54105,45049,16049,54065,29107,24043,1105,20195,48121,17033,34009,48085,18153,32019,17171
13257,Stephens,13257,39175,21027,48229,42109,48069,26131,29105,42119,36031,27039,51005,49017,1039,51580,13119,30069,17143,46017,27087
13259,Stewart,13259,42091,31145,29071,8025,51079,5133,45081,29075,21073,35053,1075,21187,15005,41043,27035,55035,12049,17019,46057
13261,Sumter,13261,31065,6095,39067,29099,48155,34021,26135,51137,29079,8049,21017,53021,18045,50009,18171,1127,21181,20017,21097
13263,Talbot,13263,45011,49019,8073,5091,1125,21117,21015,12043,21037,28055,30093,34033,46021,51187,48439,29113,48433,20061,35025
13265,Taliaferro,13265,20023,20013,48303,28155,55109,22073,54083,30081,18175,17115,42133,48277,18143,46115,39049,39045,13133,20043,13301
13267,Tattnall,13267,45051,13233,1023,2100,38073,49013,24045,48401,17191,13143,31169,20171,54043,18035,18135,13109,54011,40067,49001
13269,Taylor,13269,39111,15009,46051,27095,4013,29183,20137,8117,55119,29117,30093,41005,26119,49023,18121,51061,51187,34007,21037
13271,Telfair,13271,1055,18159,49051,6009,53049,56003,45041,48485,24037,28061,18067,21043,48131,48001,51193,26069,21063,2195,17145
13273,Terrell,13273,21067,55053,2185,26103,23003,34019,56029,48101,26143,5061,39157,42017,29081,5109,46011,4003,29221,1133,51109
13275,Thomas,13275,36055,51053,31041,39155,6085,47055,48371,38103,53043,33001,48507,18127,16039,5149,22117,30055,37119,26145,30099
13277,Tift,13277,29157,21237,55001,34017,19007,26003,41017,28065,48103,42007,8033,32017,36061,8069,34013,51101,34003,27117,31019
13279,Toombs,13279,24019,31129,41069,29111,27129,54011,28023,5079,18035,48401,55031,30025,16069,17191,48077,20203,55115,13209,48249
13281,Towns,13281,28033,48117,22115,26127,51071,38025,21183,37133,37043,48307,37103,40063,31055,36041,27047,31153,49025,29077,17073
13283,Treutlen,13283,18059,17121,29205,32015,16059,20089,53003,24041,48423,39087,55078,28075,48227,38021,46137,5011,8001,42051,28101
13285,Troup,13285,8097,54027,26047,8039,13199,6073,46063,54107,18031,29163,24029,23025,41063,46013,39163,20027,26109,54037,20161
13287,Turner,13287,51033,48161,29171,36085,21165,31137,6077,54029,8099,17157,6037,30079,5059,49035,20073,45055,27081,1043,48135
13289,Twiggs,13289,48505,8059,1117,11001,51610,20197,41065,12085,51013,8077,29041,35017,54049,54061,46089,32001,27151,55069,28079
13291,Union,13291,1053,32007,27047,36041,16051,48057,27107,31155,42035,27031,39137,53033,21149,40123,51071,29077,31033,29167,17095
13293,Upson,13293,54073,17013,51840,20065,28125,6011,26031,39061,18021,51069,48397,20179,51043,34011,17023,18167,27009,55107,29033
13295,Walker,13295,19087,55039,6043,48235,36103,2275,5117,48005,42065,16009,20037,37155,13229,2282,48025,20081,17151,53045,17069
13297,Walton,13297,39021,31133,32021,18037,54101,20165,27037,48059,38041,8125,27167,28043,39023,17129,36033,49031,1085,22081,22013
13299,Ware,13299,13083,18183,31121,37093,38039,17127,42031,20189,56041,21195,51115,53045,48455,27063,19183,9009,36075,5085,17151
13301,Warren,13301,28105,39045,8041,22073,29027,2180,30081,26089,27041,20043,8045,18071,13189,20023,28019,1051,6091,48215,41071
13303,Washington,13303,48063,39163,24027,54033,17117,6115,27059,41067,20087,45005,24029,27145,17035,41051,54017,2164,26109,46013,18031
13305,Wayne,13305,2230,54045,55015,17059,38033,49021,53067,18001,30045,29217,5001,1129,51001,19111,48347,18179,48409,31185,46075
13307,Webster,13307,20115,17183,21209,48217,27035,26039,46057,51113,28021,45063,42017,29081,56029,5061,48101,51079,39059,31145,53021
13309,Wheeler,13309,29103,5025,21019,31181,38045,26001,1015,48131,17081,35029,18095,28061,2195,18057,24009,13209,4007,30059,20059
13311,White,13311,40029,8003,54063,28137,39063,30061,37133,27147,21183,1035,38025,29059,48307,26105,31025,20097,17095,27107,13137
13313,Whitfield,13313,29011,16023,21055,18003,8079,36049,31143,5095,19115,27091,13025,31105,17069,46095,48175,54047,19057,13047,38091
13315,Wilcox,13315,51099,1009,21205,18023,42125,48487,45085,34025,41031,23017,45061,27017,35023,48479,49049,28127,5039,27083,31061
13317,Wilkes,13317,38037,50013,29087,29051,4012,22021,51091,18019,31057,42071,17039,28017,1011,18043,48143,46115,55093,41053,18175
13319,Wilkinson,13319,5139,29175,39131,48503,6061,18109,45015,41055,28079,20177,48447,18081,2105,55069,48115,48379,54049,24031,54077
13321,Worth,13321,28077,21197,29186,19185,39029,51085,53001,34039,18181,26011,35057,45055,1103,12009,46103,48293,20073,38043,21065
15001,Hawaii,15001,31147,27111,36019,41001,35003,26019,18117,17107,6063,54075,1101,8043,30065,20009,13221,13219,29141,22049,41041
15003,Honolulu,15003,48093,42075,49055,18043,13105,31057,29005,18061,1109,48189,28017,40023,51091,12103,51017,29131,39041,22021,41003
15005,Kalawao,15005,39059,6055,29071,21187,1057,50019,5081,31145,46057,26039,42101,51113,13259,38029,46019,27035,42091,17183,51139
15007,Kauai,15007,17187,49009,6089,54081,29039,48403,20057,8075,37141,27161,21101,48095,53053,42027,13123,46085,35009,13085,55071
15009,Maui,15009,13269,39111,29183,49023,41005,46051,27095,4013,51187,30093,29025,34015,34007,55119,20137,20041,17045,8117,21037
16001,Ada,16001,12069,13253,22037,49003,17197,45021,33019,5131,20191,51147,35001,26083,48027,21045,51037,31113,42069,26073,38083
16003,Adams,16003,39119,48125,53005,22065,29063,46025,42029,21041,1113,41047,48061,51165,45037,12049,6097,48425,42045,1075,26009
16005,Bannock,16005,31173,48089,30005,37171,19069,48205,22051,25021,40037,27089,37065,5015,22057,53057,19097,5093,48265,22019,31013
16007,Bear Lake,16007,26159,48421,12067,35033,36021,30051,47063,40043,2020,47041,22087,31161,53051,36013,27135,48019,29155,36039,47057
16009,Benewah,16009,36103,48235,48025,20081,19087,48005,27165,23015,13295,17069,2275,13229,6043,54059,13025,51001,37155,2282,1129
16011,Bingham,16011,39051,31053,12033,44003,51197,21219,48239,37191,31123,5035,46123,42105,47123,22011,19163,21047,4001,40059,37107
16013,Blaine,16013,51735,47115,51650,19059,36075,30083,55027,26151,21145,20189,48105,40015,17127,42053,53031,51195,28039,51051,21007
16015,Boise,16015,21151,55081,5097,20015,4025,26051,51075,48475,6001,19053,1079,33009,18111,34041,45023,13095,29187,45039,28085
16017,Bonner,16017,5063,19151,19113,38099,47091,47163,48291,25013,16067,37183,48177,56015,47175,40041,48187,35021,51520,21035,55127
16019,Bonneville,16019,37049,19131,37113,25007,42081,17011,48321,21227,2122,51121,36113,22003,20033,12091,8023,47047,39143,21031,48319
16021,Boundary,16021,38067,19055,17111,12045,37011,47005,6031,31165,22007,5135,19019,47085,37121,19061,17007,19025,47171,16031,38019
16023,Butte,16023,21055,31105,13313,48175,29011,54047,36049,19115,31143,6071,40087,18003,13213,46095,5095,8079,29097,42033,27091
16025,Camas,16025,48313,42085,36117,26157,37007,48163,21193,13185,19123,23031,31163,47103,51149,21131,18149,40075,51036,8083,5105
16027,Canyon,16027,40079,26107,21217,46061,27055,8071,17063,1069,42079,12119,50027,28003,45083,51031,48129,19003,51680,51011,45045
16029,Caribou,16029,47097,47165,19133,25023,19023,48157,22053,36093,17141,47155,37117,48171,48341,12029,37169,40111,22075,2013,40153
16031,Cassia,16031,37121,48071,53047,48377,47017,17111,26015,12001,17007,25011,16021,47053,22045,38067,12045,19055,19019,12041,6031
16033,Clark,16033,13117,40069,28119,37129,18173,20083,39011,54019,42087,8109,17057,48141,27027,22085,29085,42061,46065,18147,48017
16035,Clearwater,16035,42061,48399,46065,39149,20083,40095,27079,48141,18173,37129,13051,8109,54019,1131,28027,29185,13117,17109,31067
16037,Custer,16037,31001,26069,46055,28067,20075,23001,21127,21115,20001,18067,29199,53075,5053,13069,40033,51159,17055,27127,41013
16039,Elmore,16039,48507,31041,21125,26145,55103,29223,30099,36055,51053,13275,37119,6085,19181,18127,33001,40009,46083,47055,38103
16041,Franklin,16041,25009,22071,36123,26125,47187,37059,5101,55045,4005,5129,37131,37091,55065,12123,48473,29069,47095,47149,48111
16043,Fremont,16043,28071,39101,13119,27005,1041,22043,17179,49017,36031,8081,48049,21163,29029,51005,21027,51580,13195,27049,32009
16045,Gem,16045,46097,50017,39169,28001,21167,27021,32031,13061,20173,42077,8089,26035,45059,19159,5113,51125,53025,13099,48191
16047,Gooding,16047,51175,40147,12079,48325,47003,6069,56013,51620,29143,40039,31071,28045,49005,26021,48185,22103,33015,36069,38005
16049,Idaho,16049,13035,24043,22015,4011,22119,1105,54021,48253,20195,27003,13255,2090,17171,27155,18055,48085,45049,6007,13159
16051,Jefferson,16051,48057,21149,40123,39137,30027,28143,13291,1053,29167,46085,48095,42027,27107,17095,54089,32007,27047,36041,13187
16053,Jerome,16053,55105,26099,56031,5137,40011,47015,47131,47073,37073,40131,19011,12121,19035,19021,19171,41037,42049,40097,47095
16055,Kootenai,16055,19063,21139,48255,13049,47065,40051,6039,18113,12087,20175,20021,31125,49053,48373,51027,19183,37051,55131,9007
16057,Latah,16057,27015,18009,24039,6109,13115,17065,13001,48431,42063,55087,6105,40067,48347,31035,19111,29045,30109,20011,8053
16059,Lemhi,16059,32015,39087,28075,13283,8001,55078,1029,48227,17121,5043,24041,18059,53003,20089,18065,48423,53069,55115,29205
16061,Lewis,16061,53015,17001,29037,48273,54079,18177,8051,48337,13045,32011,35013,13031,27085,56033,17159,55083,48335,20157,38081
16063,Lincoln,16063,28047,21105,5023,9005,26147,51169,36011,40139,40035,51550,35047,31183,51800,26027,47031,19041,47177,55055,12047
16065,Madison,16065,51045,46015,1039,42119,31049,27099,13241,27087,17175,28093,31153,21085,13137,26131,20097,8115,39175,13257,48069
16067,Minidoka,16067,47175,12003,51520,5063,47163,37037,26149,16017,19113,21035,47007,19151,56015,48291,36053,40017,26023,38099,31119
16069,Nez Perce,16069,17191,42111,54011,29111,20121,13143,41069,48401,20171,24019,18065,13279,48335,27129,30025,1029,6003,48337,45051
16071,Oneida,16071,37003,5021,36025,35028,26065,40117,47013,37185,53019,22093,31045,12129,22095,26093,53073,41035,36121,55065,31027
16073,Owyhee,16073,5143,37027,26045,37077,31027,38023,22093,5121,53047,25011,48071,47085,26065,37181,5087,12107,37121,47017,47049
16075,Payette,16075,6075,26133,22029,56039,39005,28117,19173,17105,48099,1067,51009,6083,27057,41039,21179,27169,21229,48045,29065
16077,Power,16077,47145,48361,37009,47161,38105,5031,36077,19105,2050,19097,31179,19197,5007,40083,55101,35039,19091,31013,35021
16079,Shoshone,16079,8105,5077,29057,21233,13123,27043,55117,39125,17131,48403,38097,13127,13111,21107,31023,49009,35009,31159,48391
16081,Teton,16081,42093,28009,38057,46003,51023,19129,17123,45073,37031,17155,35006,22079,48411,31101,39147,20151,51161,48381,8055
16083,Twin Falls,16083,41015,17177,37015,31089,47045,19013,47089,25025,47037,17201,38019,37197,17085,22023,47189,19093,19193,48259,19161
16085,Valley,16085,28049,5057,48139,29189,39013,13249,51047,6113,21201,12093,1127,46039,34005,13193,21023,48275,18165,20127,55019
16087,Washington,16087,1005,51790,51015,40089,42011,29147,55011,45047,12057,26013,21215,21211,39083,31085,27159,48153,38059,31087,28095
17001,Adams,17001,32011,27085,56033,16061,53015,42009,35013,29037,13097,54079,48365,13031,48273,20101,5041,48353,18177,17047,13109
17003,Alexander,17003,55021,6047,18099,27137,19143,20129,20125,51181,51830,36079,47051,19123,38027,13173,51095,21193,23031,42121,5045
17005,Bond,17005,54061,1121,11001,24033,48467,48247,8059,51013,20199,26153,39145,55013,27151,51510,13289,51610,41065,35017,20183
17007,Boone,17007,38019,17201,17111,19019,12041,19013,48259,12045,37121,47159,47053,6031,16021,47045,16031,19055,31089,5135,37011
17009,Brown,17009,42057,38077,13103,8121,27019,26033,6065,13121,12021,48097,28133,1091,46119,13063,28011,48353,18083,17101,54087
17011,Bureau,17011,25007,16019,42081,39143,37049,19131,2122,47047,36113,21227,37113,51775,21061,48321,37099,51770,40121,29229,8023
17013,Calhoun,17013,13293,54073,51840,28125,6011,20065,26031,39061,20179,51069,17023,34011,27009,55107,18021,51043,48397,48067,18167
17015,Carroll,17015,47155,5093,40153,27089,22051,48205,47147,19069,37171,19133,36093,2013,37117,30005,19023,37169,47097,25021,35055
